NP_010396.1		P52892	ALAT_YEAST	reviewed	Probable alanine aminotransferase (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	ALT2 YDR111C YD9727.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
NP_010398.3		P40316	SECU_YEAST	reviewed	Securin	PDS1 YDR113C YD9727.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
NP_010400.1		Q04598	RM34_YEAST	reviewed	54S ribosomal protein L34, mitochondrial (L34mt)	YDR115W YD9727.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
NP_010401.1		Q04599	RM01_YEAST	reviewed	54S ribosomal protein L1, mitochondrial	MRPL1 YDR116C YD9727.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
NP_010402.3		Q04600	TMA64_YEAST	reviewed	Translation machinery-associated protein 64	TMA64 YDR117C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	565
NP_010403.3		Q04601	APC4_YEAST	reviewed	Anaphase-promoting complex subunit 4	APC4 YDR118W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	652
NP_010404.1		Q04602	VBA4_YEAST	reviewed	Vacuolar basic amino acid transporter 4	VBA4 YDR119W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	768
NP_010406.3		Q04603	DPB4_YEAST	reviewed	DNA polymerase epsilon subunit D (EC 2.7.7.7) (DNA polymerase II subunit D)	DPB4 YDR121W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196
NP_010407.1		P13185	KIN1_YEAST	reviewed	Serine/threonine protein kinase KIN1 (EC 2.7.11.1)	KIN1 YDR122W YD9727.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1064
NP_010408.1		P26798	INO2_YEAST	reviewed	Protein INO2	INO2 DIE1 SCS1 YDR123C YD9727.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
NP_010409.3		Q04608	YD124_YEAST	reviewed	Uncharacterized protein YDR124W	YDR124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	324
NP_010410.3		Q04623	ECM18_YEAST	reviewed	Protein ECM18 (EC 2.3.1.-) (Extracellular mutant protein 18)	ECM18 YDR125C YD9727.20C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
NP_010411.1		Q04629	SWF1_YEAST	reviewed	Palmitoyltransferase SWF1 (EC 2.3.1.225) (Spore wall formation protein 1)	SWF1 PSL10 YDR126W YD9302.01 YD9727.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	336
NP_010412.1		P08566	ARO1_YEAST	reviewed	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	ARO1 AROM YDR127W YD9302.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1588
NP_010413.3		Q03897	WDR59_YEAST	reviewed	Maintenance of telomere capping protein 5 (SEH-associated protein 3)	MTC5 SEA3 YDR128W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1148
NP_010414.3		P32599	FIMB_YEAST	reviewed	Fimbrin (ABP67)	SAC6 YDR129C YD9302.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
NP_010415.1		Q03898	FIN1_YEAST	reviewed	Filament protein FIN1 (Filaments in between nuclei protein 1)	FIN1 YDR130C YD9302.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
NP_010416.1		Q03899	YD131_YEAST	reviewed	F-box protein YDR131C	YDR131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	556
NP_010417.3		Q03900	YD132_YEAST	reviewed	Uncharacterized protein YDR132C	YDR132C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	495
NP_010419.3		P39109	YCFI_YEAST	reviewed	Metal resistance protein YCF1 (Yeast cadmium factor 1)	YCF1 YDR135C YD9302.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1515
NP_010421.1		P16664	RGP1_YEAST	reviewed	Guanine nucleotide exchange factor subunit RGP1 (Reduced growth phenotype protein 1) (Rgp1p)	RGP1 YDR137W YD9302.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	663
NP_010422.1		P17629	HPR1_YEAST	reviewed	THO complex subunit HPR1 (Hyperrecombination protein 1)	HPR1 YDR138W YD9302.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	752
NP_010423.4		Q03919	RUB1_YEAST	reviewed	NEDD8-like protein RUB1 (Related to ubiquitin protein 1) (Ubiquitin-like protein RUB1)	RUB1 YDR139C YD9302.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77
NP_010424.3		Q03920	MTQ2_YEAST	reviewed	eRF1 methyltransferase catalytic subunit MTQ2 (eRF1 MTase catalytic subunit MTQ2) (EC 2.1.1.-) (N(5)-glutamine methyltransferase MTQ2)	MTQ2 MTC6 YDR140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
NP_010425.1		Q03921	DOP1_YEAST	reviewed	Protein dopey	DOP1 YDR141C YD9302.17C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1698
NP_010426.1		P39108	PEX7_YEAST	reviewed	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7)	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
NP_010427.3		P22470	SAN1_YEAST	reviewed	Protein SAN1	SAN1 YDR143C YD2943.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
NP_010428.3		P53379	MKC7_YEAST	reviewed	Aspartic proteinase MKC7 (EC 3.4.23.41) (Yapsin-2)	MKC7 YPS2 YDR144C YD2943.03C YD8358.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	596
NP_010429.1		Q03761	TAF12_YEAST	reviewed	Transcription initiation factor TFIID subunit 12 (TAFII-61) (TAFII61) (TAFII-68) (TAFII68) (TBP-associated factor 12) (TBP-associated factor 61 kDa)	TAF12 TAF61 TAF68 YDR145W YD8358.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539
NP_010430.1		P08153	SWI5_YEAST	reviewed	Transcriptional factor SWI5	SWI5 YDR146C YD8358.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709
NP_010432.3		P19262	ODO2_YEAST	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	KGD2 YDR148C YD8358.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
NP_010434.1		Q00402	NUM1_YEAST	reviewed	Nuclear migration protein NUM1	NUM1 PAC12 YDR150W YD8358.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2748
NP_010435.1		P47976	CTH1_YEAST	reviewed	mRNA decay factor CTH1 (Cysteine-three-histidine protein 1)	CTH1 YDR151C YD8358.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	325
NP_010436.3		Q03768	GIR2_YEAST	reviewed	Protein GIR2 (DRG family-regulatory protein 2) (Genetically interacts with ribosomal genes protein 2)	GIR2 DFRP2 YDR152W YD8358.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
NP_010437.3		Q03769	ENT5_YEAST	reviewed	Epsin-5	ENT5 YDR153C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
NP_010439.1		P14832	CYPH_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase)	CPR1 CPH1 CYP1 SCC1 YDR155C YD8358.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162
NP_010440.1		P50106	RPA14_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA14 (A14) (DNA-directed RNA polymerase I 14 kDa polypeptide)	RPA14 YDR156W YD8358.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137
NP_010442.3		P13663	DHAS_YEAST	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	HOM2 YDR158W YD8358.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
NP_010443.3		P46674	SAC3_YEAST	reviewed	Nuclear mRNA export protein SAC3 (Leucine permease transcriptional regulator)	SAC3 LEP1 YDR159W YD8358.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1301
NP_010444.1		Q03770	SSY1_YEAST	reviewed	SPS-sensor component SSY1 (Amino-acid permease homolog SSY1)	SSY1 APF7 SHR10 YDR160W YD8358.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	852
NP_010445.1		Q03771	ACL4_YEAST	reviewed	Assembly chaperone of RPL4	ACL4 YDR161W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387
NP_010446.3		Q12163	NBP2_YEAST	reviewed	NAP1-binding protein 2	NBP2 YDR162C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236
NP_010447.3		Q03772	CWC15_YEAST	reviewed	Pre-mRNA-splicing factor CWC15 (Complexed with CEF1 protein 15)	CWC15 YDR163W YD8358.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
NP_010448.1		P30619	SEC1_YEAST	reviewed	Protein transport protein SEC1	SEC1 YDR164C YD8358.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	724
NP_010449.1		Q03774	TRM82_YEAST	reviewed	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 (Transfer RNA methyltransferase 82)	TRM82 YDR165W YD8358.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
NP_010450.3		P89102	SEC5_YEAST	reviewed	Exocyst complex component SEC5	SEC5 YDR166C YD8358.20C YD9489.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	971
NP_010451.3		Q12030	TAF10_YEAST	reviewed	Transcription initiation factor TFIID subunit 10 (TAFII-23) (TAFII23) (TAFII-25) (TAFII25) (TBP-associated factor 10) (TBP-associated factor 25 kDa) (p25)	TAF10 TAF23 TAF25 YDR167W YD9489.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206
NP_010452.1		P06101	CDC37_YEAST	reviewed	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
NP_010453.1		Q12427	STB3_YEAST	reviewed	Protein STB3 (SIN3-binding protein 3)	STB3 YDR169C YD9489.04c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
NP_010454.3		P11075	SEC7_YEAST	reviewed	Protein transport protein SEC7	SEC7 YDR170C YD9395.01C YD9489.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2009
NP_010456.1		Q12329	HSP42_YEAST	reviewed	Heat shock protein 42 (42 kDa heat shock protein)	HSP42 YDR171W YD9395.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
NP_010457.3		P05453	ERF3_YEAST	reviewed	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685
NP_010458.3		P07250	IPMK_YEAST	reviewed	Inositol polyphosphate multikinase (IPMK) (EC 2.7.1.151) (Arginine metabolism regulation protein III)	ARG82 ARGR3 IPK2 YDR173C YD9395.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	355
NP_010459.1		Q03973	HMO1_YEAST	reviewed	High mobility group protein 1 (High spontaneous mutagenesis protein 2)	HMO1 HSM2 YDR174W YD9395.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	246
NP_010460.1		Q03976	RT24_YEAST	reviewed	37S ribosomal protein S24, mitochondrial (Mitochondrial ribosomal small subunit protein 24)	RSM24 YDR175C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	319
NP_010461.3		P32494	NGG1_YEAST	reviewed	Chromatin-remodeling complexes subunit NGG1 (Transcriptional adapter 3)	NGG1 ADA3 SWI7 YDR176W YD9395.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	702
NP_010462.3		P21734	UBC1_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase)	UBC1 YDR177W YD9395.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
NP_010463.1		P37298	DHSD_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate-ubiquinone reductase membrane anchor subunit)	SDH4 ACN18 YDR178W YD9395.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
NP_010464.1		Q03981	CSN9_YEAST	reviewed	COP9 signalosome complex subunit 9	CSN9 YDR179C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162
NP_010465.4		Q03983	YD179_YEAST	reviewed	Uncharacterized protein YDR179W-A	YDR179W-A YD9395.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
NP_010466.3		Q04002	SCC2_YEAST	reviewed	Sister chromatid cohesion protein 2	SCC2 YDR180W YD9395.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1493
NP_010467.1		Q04003	SAS4_YEAST	reviewed	Something about silencing protein 4	SAS4 YDR181C YD9395.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	481
NP_010468.1		P40986	CDC1_YEAST	reviewed	Cell division control protein 1 (EC 3.1.-.-)	CDC1 DSR1 ESP2 YDR182W YD9395.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
NP_010469.3		Q04004	PLP1_YEAST	reviewed	Phosducin-like protein 1	PLP1 YDR183W YD9395.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230
NP_010470.1		Q04005	LIC4_YEAST	reviewed	Protein ATC1/LIC4 (AIP3 complex protein 1) (Lithium comvertas protein 4)	ATC1 LIC4 YDR184C YD9395.18c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294
NP_010472.3		Q04007	YDR86_YEAST	reviewed	Uncharacterized protein YDR186C	YDR186C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	877
NP_010474.3		P39079	TCPZ_YEAST	reviewed	T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)	CCT6 TCP20 TCP6 YDR188W YD9395.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
NP_010475.1		P22213	SLY1_YEAST	reviewed	Protein SLY1 (Suppressor of loss of YPT1 protein 1)	SLY1 YDR189W YD9346.01 YD9395.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	666
NP_010476.1		Q03940	RUVB1_YEAST	reviewed	RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)	RVB1 TIH1 TIP49A YDR190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
NP_010477.3		P53688	HST4_YEAST	reviewed	NAD-dependent histone deacetylase HST4 (EC 3.5.1.-) (Homologous to SIR2 protein 4) (Regulatory protein SIR2 homolog 4)	HST4 YDR191W YD9346.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
NP_010478.3		P49686	NUP42_YEAST	reviewed	Nucleoporin NUP42 (Nuclear pore protein NUP42)	NUP42 RIP1 UIP1 YDR192C YD9346.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430
NP_010480.1		P15424	MS116_YEAST	reviewed	ATP-dependent RNA helicase MSS116, mitochondrial (EC 3.6.4.13)	MSS116 YDR194C YD9346.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	664
NP_010481.3		P42073	REF2_YEAST	reviewed	RNA end formation protein 2	REF2 YDR195W YD9346.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
NP_010482.3		Q03941	CAB5_YEAST	reviewed	Dephospho-CoA kinase CAB5 (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	CAB5 YDR196C YD9346.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	241
NP_010483.1		P14905	CBS2_YEAST	reviewed	Cytochrome B translational activator protein CBS2	CBS2 CBP7 YDR197W YD9346.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	389
NP_010484.1		Q03942	RKM2_YEAST	reviewed	Ribosomal lysine N-methyltransferase 2 (EC 2.1.1.-)	RKM2 YDR198C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	479
NP_010486.3		Q03944	VPS64_YEAST	reviewed	Vacuolar protein sorting-associated protein 64 (Factor arrest protein 9)	VPS64 FAR9 YDR200C YD9346.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604
NP_010487.3		Q03954	SPC19_YEAST	reviewed	DASH complex subunit SPC19 (19 kDa spindle pole component protein) (Outer kinetochore protein SPC19)	SPC19 YDR201W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165
NP_010488.1		Q03956	RAV2_YEAST	reviewed	Regulator of V-ATPase in vacuolar membrane protein 2	RAV2 YDR202C YD9346.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	351
NP_010490.1		O13525	COQ4_YEAST	reviewed	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)	COQ4 YDR204W YD8142.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
NP_010491.4		Q03455	MSC2_YEAST	reviewed	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	MSC2 YDR205W YD8142.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	724
NP_010492.3		Q03466	EBS1_YEAST	reviewed	Protein EBS1 (EST1-like BCY1 suppressor 1)	EBS1 YDR206W YD8142.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	884
NP_010493.1		P39001	UME6_YEAST	reviewed	Transcriptional regulatory protein UME6 (Negative transcriptional regulator of IME2) (Regulator of inducer of meiosis protein 16) (Unscheduled meiotic gene expression protein 6)	UME6 CAR80 CARGR1 NIM2 RIM16 YDR207C YD8142.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	836
NP_010494.1		P38994	MSS4_YEAST	reviewed	Probable phosphatidylinositol 4-phosphate 5-kinase MSS4 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K)	MSS4 YDR208W YD8142A.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
NP_010497.3		P32501	EI2BE_YEAST	reviewed	Translation initiation factor eIF-2B subunit epsilon (GCD complex subunit GCD6) (Guanine nucleotide exchange factor subunit GCD6) (eIF-2B GDP-GTP exchange factor subunit epsilon)	GCD6 TIF225 YDR211W YD8142.12 YD8142B.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	712
NP_010498.1		P12612	TCPA_YEAST	reviewed	T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)	TCP1 CCT1 YDR212W YD8142.13 YD8142B.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559
NP_010499.1		Q12151	UPC2_YEAST	reviewed	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	UPC2 MOX4 YDR213W YD8142.14 YD8142B.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	913
NP_010500.3		Q12449	AHA1_YEAST	reviewed	Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1)	AHA1 YDR214W YD8142.16 YD8142B.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350
NP_010502.3		P07248	ADR1_YEAST	reviewed	Regulatory protein ADR1	ADR1 YDR216W YD8142.16 YD8142B.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1323
NP_010503.1		P14737	RAD9_YEAST	reviewed	DNA repair protein RAD9	RAD9 YDR217C YD9934.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1309
NP_010504.1		Q04921	SPR28_YEAST	reviewed	Sporulation-regulated protein 28	SPR28 YDR218C YD9934.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
NP_010505.3		Q04922	MFB1_YEAST	reviewed	Mitochondrial F-box protein MFB1	MFB1 YDR219C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
NP_010507.3		Q04924	GLU2B_YEAST	reviewed	Glucosidase 2 subunit beta (Alpha-glucosidase 2 subunit beta) (Alpha-glucosidase II subunit beta) (Glucosidase II subunit beta)	GTB1 YDR221W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	702
NP_010508.1		Q04925	YDR22_YEAST	reviewed	SVF1-like protein YDR222W	YDR222W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
NP_010510.3		P02293	H2B1_YEAST	reviewed	Histone H2B.1 (Suppressor of Ty protein 12)	HTB1 H2B1 SPT12 YDR224C YD9934.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131
NP_010511.3		P04911	H2A1_YEAST	reviewed	Histone H2A.1	HTA1 H2A1 SPT11 YDR225W YD9934.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132
NP_010512.1		P07170	KAD2_YEAST	reviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	ADK1 AKY AKY1 AKY2 YDR226W YD9934.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
NP_010513.1		P11978	SIR4_YEAST	reviewed	Regulatory protein SIR4 (Silent information regulator 4)	SIR4 ASD1 STE9 UTH2 YDR227W YD9934.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1358
NP_010514.3		P39081	PCF11_YEAST	reviewed	Protein PCF11 (protein 1 of CF I)	PCF11 YDR228C YD9934.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	626
NP_010515.3		Q04934	IVY1_YEAST	reviewed	Protein IVY1 (Interaction with VPS33 and YPT7 protein 1)	IVY1 YDR229W YD9934.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
NP_010517.1		Q04935	COX20_YEAST	reviewed	Cytochrome c oxidase protein 20, mitochondrial	COX20 YDR231C YD9934.15c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
NP_010518.1		P09950	HEM1_YEAST	reviewed	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	HEM1 CYD1 YDR232W YD9934.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	548
NP_010519.3		Q04947	RTN1_YEAST	reviewed	Reticulon-like protein 1	RTN1 YDR233C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
NP_010520.3		P49367	LYS4_YEAST	reviewed	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)	LYS4 LYS3 YDR234W YD8419.01 YD9934.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	693
NP_010521.1		Q03776	PRP42_YEAST	reviewed	U1 small nuclear ribonucleoprotein component PRP42 (U1 snRNP protein PRP42) (65 kDa snRNP protein) (Pre-mRNA-processing factor 42)	PRP42 MUD16 SNU65 YDR235W YD8419.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	544
NP_010522.1		Q03778	RIFK_YEAST	reviewed	Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)	FMN1 YDR236C YD8419.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	218
NP_010523.3		P36519	RM07_YEAST	reviewed	54S ribosomal protein L7, mitochondrial (YmL5) (YmL7)	MRPL7 YDR237W YD8419.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292
NP_010524.3		P41810	COPB_YEAST	reviewed	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	SEC26 YDR238C YD8419.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	973
NP_010525.1		Q03780	YD239_YEAST	reviewed	Uncharacterized protein YDR239C	YDR239C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	787
NP_010526.1		Q03782	SNU56_YEAST	reviewed	56 kDa U1 small nuclear ribonucleoprotein component	SNU56 MUD10 YDR240C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
NP_010528.3		P22580	AMDY_YEAST	reviewed	Probable amidase (EC 3.5.1.4)	AMD2 AMDY AMDY1 YDR242W YD8419.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
